"id","commodity_id","vs_inflation","vs_usd","vs_interest_rate","vs_other_commodities"
250,250,"0.905356239823347","0.815875119511056","0.755612040607839","0.119572838292677"
251,251,"0.908893672879279","0.679816554605718","0.879806660228063","0.322334358016929"
252,252,"0.781753930732785","0.912809550212731","0.555307835004498","0.580177416524829"
253,253,"0.62187352618538","0.362871092233749","0.133132953707996","0.23245913892572"
254,254,"0.515474986142497","0.894141075959776","0.779144795734304","0.967416395032492"
255,255,"0.0642004684394466","0.756770391886649","0.82481231241987","0.939198259795792"
256,256,"0.206165733697181","0.301509322382706","0.952778551587274","0.547463901590645"
257,257,"0.529281848002928","0.00729773077849005","0.295830882073988","0.896831034739065"
258,258,"0.578910632992207","0.226669701464023","0.460249197841181","0.220866582847799"
259,259,"0.894877438779503","0.349655220553187","0.0893616063322304","0.834295691579396"
260,260,"0.906522998009357","0.688381452240984","0.467826791296762","0.705919172831636"
261,261,"0.245197978234577","0.662063322927255","0.786900114100285","0.688602712024092"
262,262,"0.977064777478852","0.683207261667835","0.850661039515466","0.618573667621731"
263,263,"0.979704892523756","0.986487935855066","0.585351245173109","0.499689474631238"
264,264,"0.702263104800025","0.868211386287068","0.403367695352322","0.302774320727325"
265,265,"0.950491637414206","0.448292232011268","0.0772742287353929","0.808886042831797"
266,266,"0.176132529044329","0.442375068359231","0.415771763400361","0.191762239528746"
267,267,"0.402851464839129","0.154283618156969","0.724552582364436","0.620855444980121"
268,268,"0.43505654648302","0.554490206534027","0.398783424268952","0.445368495141784"
269,269,"0.542424139039389","0.29449425658432","0.0181618416613907","0.65355236462355"
270,270,"0.357846367799117","0.749137449616999","0.742191926521717","0.0589905029653817"
271,271,"0.776570209312626","0.339653300295423","0.187446523508677","0.822885749661987"
272,272,"0.133001443765465","0.852090128168925","0.330405566975374","0.897086827330476"
273,273,"0.398503309880436","0.000919152763522391","0.56240339411348","0.697203002607739"
274,274,"0.444593353441699","0.701524657331975","0.224514095853351","0.791853821200179"
275,275,"0.526452553648302","0.358376031503654","0.916477570878544","0.963989612359946"
276,276,"0.926813359678127","0.561026419970224","0.929140077589965","0.201508853094679"
277,277,"0.451665334406345","0.388019249371744","0.362640741102247","0.56909863777048"
278,278,"0.352581724546219","0.669636415827082","0.487540892202859","0.243333894562115"
279,279,"0.168139672902012","0.879959570061791","0.904779642371195","0.0139264636293615"
280,280,"0.561640556610268","0.509444774477944","0.818914442848372","0.288766944252325"
281,281,"0.171311090647308","0.892339942692452","0.927125715940092","0.873337562205335"
282,282,"0.658020596773391","0.554761592361463","0.20964738718595","0.629051658203819"
283,283,"0.423808303814557","0.445310359965386","0.65308437807531","0.69831363189533"
284,284,"0.326685383885334","0.517162281024995","0.111551336601475","0.255089732328139"
285,285,"0.914796961706994","0.564993948994513","0.936174702368106","0.309071887625912"
286,286,"0.161042108935274","0.968596805566859","0.627477438469522","0.627894565498853"
287,287,"0.460394280335866","0.285168796697104","0.696784831438953","0.41663558603014"
288,288,"0.22909337321376","0.0424110354650455","0.201668956515406","0.00635576318863795"
289,289,"0.0816068891939463","0.160280209614194","0.00822337162898656","0.500627960364068"
290,290,"0.574648667047459","0.185352662942568","0.864407559160468","0.976818563595006"
291,291,"0.124029650021409","0.0180443290834222","0.26321985049488","0.85236562604869"
292,292,"0.192439043978654","0.481382693682819","0.141499503908134","0.895996835587578"
293,293,"0.0348254491727757","0.979787073385508","0.187620489070083","0.764114336575585"
294,294,"0.771889960798307","0.335252544692844","0.209715656364596","0.470896686430433"
295,295,"0.264020596643901","0.843439335564087","0.863467505445512","0.528585958724786"
296,296,"0.932367900232548","0.533208485091486","0.8298959205494","0.0041987653849771"
297,297,"0.115629920766892","0.940231992028717","0.899919299677338","0.4078670864607"
298,298,"0.644205965680234","0.929248282000289","0.998747395883128","0.393071076555508"
299,299,"0.874246698223822","0.20749273929035","0.344616540893835","0.359178760222701"
300,300,"0.00189737528081846","0.544924166761569","0.978269680302347","0.00942127577679219"
301,301,"0.168896370629355","0.638341720760413","0.402180505213264","0.46372999491769"
302,302,"0.161437115146241","0.97212631661843","0.238639119007945","0.958772531513617"
303,303,"0.375159115186487","0.902876634970742","0.169721751297839","0.0748821403157049"
304,304,"0.058951572659077","0.0851062302940377","0.849110483037652","0.838946744861984"
305,305,"0.0938948424685588","0.768721243997944","0.615369645345887","0.133021861307131"
306,306,"0.567389285981796","0.371672635072682","0.485919505683832","0.497346955185909"
307,307,"0.7396616161335","0.131828090671791","0.994480104853128","0.435371212347425"
308,308,"0.596139335450298","0.649708413960003","0.528751836701973","0.922750285850105"
309,309,"0.430728450136989","0.727120040163549","0.691958654099043","0.421443368643823"
310,310,"0.608269666397569","0.529613722454473","0.835940924673362","0.982001610317052"
311,311,"0.993432882204675","0.251340848016117","0.306801747579798","0.657830503242681"
312,312,"0.667552245613925","0.043265802679781","0.218792550828637","0.865697350962048"
